mkname,mk001,mk002,mk003,mk004,mk005,mk006,mk007,mk008,mk009,mk010,mk011,mk012,mk013,mk014,mk015,mk016,mk017,mk018,mk019,mk020,mk021,mk022,mk023,mk024,mk025,mk026,mk027,mk028,mk029,mk030,mk031,mk032,mk033,mk034,mk035,mk036,mk037,mk038,mk039,mk040,mk041,mk042,mk043,mk044,mk045,mk046,mk047,mk048,mk049,mk050,mk051,mk052,mk053,mk054,mk055,mk056,mk057,mk058,mk059,mk060,mk061,mk062,mk063,mk064,mk065,mk066,mk067,mk068,mk069,mk070,mk071,mk072,mk073,mk074,mk075,mk076,mk077,mk078,mk079,mk080,mk081,mk082,mk083,mk084,mk085,mk086,mk087,mk088,mk089,mk090,mk091,mk092,mk093,mk094,mk095,mk096,mk097,mk098,mk099,mk100,mk101,mk102,mk103,mk104,mk105,mk106,mk107,mk108,mk109,mk110,mk111,mk112,mk113,mk114,mk115,mk116,mk117,mk118,mk119,mk120,mk121,mk122
G139,-1,-1,-1,0,0,0,0.083717291,0,1,1,1,1,0.978855736,1,0.989992805,1,1,1,1,1,1,0,0.014415576,0,0,0,0,0.716900788,0.877435877,1,1,1,1,1,1,0,-1,-1,-0.988689355,-1,0,0,0.010277832,-1,0,0,1,0.981399239,1,1,1,1,0.993487952,1,1,1,0,0,0,0,0,1,0.963039849,1,0.987486461,1,1,0,-1,-1,-1,-0.951830543,-1,-1,-1,-1,-1,-1,-1,-1,0,0.023020099,-1,-1,-1,-1,0,0,0,1,1,1,1,1,0.411309627,-0.021052571,0,-1,-1,1,1,1,1,0.982906977,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,1,1,1
G140,-1,-1,-1,-1,-1,-1,0.050418511,0,0,-1,0,1,0.978855736,1,0.606033166,-0.00777315,0,-0.010775596,0,-1,-1,-1,0.747185842,1,1,1,1,0.958693492,0.978759425,1,1,0,-1,-1,0,0,0,0,-0.011138434,0,0,0,-1,-1,0,0,0,0.018051003,0,0,1,1,1,1,1,-0.129220912,0,1,1,1,1,1,0.34242026,-0.006359127,0.012138659,0,0,-1,-1,-1,-1,-0.951830543,-1,-1,0,0,1,1,1,1,1,0.628187495,0,-1,-1,-1,-1,-1,0,-0.55111203,-1,-0.954253362,-1,-1,-1,-0.608472098,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-0.993223971,-1,-1,-1,1,1,1,1,0,0,0,0,-1,-1
G141,1,0.799809169,0,1,0,0,0.083717291,0,0,1,1,1,0.978855736,1,0.606033166,-0.00777315,0,-0.010775596,0,-1,-1,-1,0.00758609,0,0,0,1,0.270978058,0.117199426,0,-0.193498598,-1,-1,-1,0,1,0,0,-0.011138434,0,0,1,0.979616645,1,1,-1,-1,-1,-1,-1,-1,-1,-0.993509086,-1,-1,-0.767086215,-1,-1,-1,0,0,-0.09643663,0.033628735,-0.00752386,0.012131622,0,0,0,-1,-1,-1,-0.951830543,-1,-1,-1,0,0,0,-1,-1,-1,0.011800162,-1,-1,-1,-1,-1,-1,0,-0.55111203,-1,-0.315131682,0,0,-1,-0.972849487,-1,0,1,1,1,1,0,0.016792915,0,0,0,0,-0.006724019,0,0,0,0,0,0,-0.031163225,0,0,0,0,0,1
G142,-1,0.02133325,0,0,0,0,0.720889611,1,1,0,0,0,0.020692952,0,0.009844063,-0.011033869,0,-0.010775596,0,1,1,1,0.984922847,1,1,1,1,0.958693492,0.978759425,1,-0.10747889,-1,-1,-1,0,0,0.641801276,0.701300502,1,0.895105418,0,0,0.019241721,0,0,0,0,0.018051003,0,0,0,0,-0.317143119,-1,-1,1,0,0,0,0,-1,-0.356375808,0.029297583,-0.007540196,0.012131523,0,0,-1,-1,-0.072024859,0.032974,-0.024015745,1,1,1,0,0,-1,0,0,0,0.043266867,0,0,0,0,1,1,0.422316604,1,0,-0.671485174,-1,-1,-1,-0.972849487,-1,-1,-1,0,0,0,0,0.427392073,1,1,1,1,1,1,1,0,-1,-1,0,-0.031163225,0,1,1,1,0,0
G143,0,0.041558026,0,0,0,0,0.083717291,0,0,-1,0,0,0.020692952,0,0.009844063,-0.011033869,0,-0.222979048,-1,0,0,0,0.014415576,0,0,1,1,0.270978058,0.117199426,0,-0.028891788,0,0,1,0,-1,-1,-1,-0.988689355,-1,0,0,0.019241721,0,0,0,0,0.018051003,0,0,0,0,-0.006436222,0,-1,1,1,-1,-1,-1,-1,-0.279462121,0.601631284,1,0.987486461,1,0,1,1,1,0.975786046,0.934528934,1,1,1,0,0,0,0,0,0,0.043266867,0,0,0,0,0,-1,0,-0.154859568,0,-0.671485174,-1,-1,-1,-0.972849487,-1,-1,-1,1,0,0,-1,-1,-1,-1,-1,-1,-0.993223971,-1,-1,0,0,0,1,1,1,1,0,0,1,0
G144,1,0.953974135,1,0,0,0,0.083717291,0,0,0,1,1,0.978855736,1,0.606033166,-0.00777315,0,-0.010775596,0,0,0,0,0.014415576,0,-1,-1,-1,-1,-1,-1,-0.795694892,0,0,0,1,0,-1,-1,-0.988689355,-1,1,1,0.979616645,1,1,0,1,0.981399239,1,1,-1,-1,-0.993509086,-1,0,-0.129220912,0,0,0,0,0,-0.09643663,0.033628735,-0.00752386,0.012131622,0,0,0,1,1,0.89075426,0.592739691,0,0,0,0,1,1,-1,-1,-1,-1,0,0,-1,-1,0,1,0,-0.55111203,-1,-0.315131682,0,0,0.023113366,-0.026054243,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.626465994,0,0,0,0,0,0,1,1,1,1,0,-1,0
G145,-1,-1,0,1,1,1,0.142780018,-1,-1,0,0,0,0.01059496,-1,-1,-0.988780771,-1,-0.989000862,-1,-1,-1,-1,0.00758609,0,0,0,0,0.716900788,0.877435877,1,1,1,1,1,-1,-1,1,1,1,1,-1,0,0.019241721,0,0,1,1,0.981399239,1,1,1,0,-0.006436222,0,0,-0.129220912,0,0,0,0,0,-0.09643663,0.033628735,-0.00752386,0.012131622,0,0,0,0,0,0.021788619,0.014498925,0,0,0,0,0,0,0,0,0,0.043266867,0,0,0,0,0,0,1,-0.416953346,-1,-0.315131682,0,0,0.023113366,-0.026054243,0,0,1,1,1,1,1,0.982906977,1,1,1,1,1,1,1,1,0,0,0,-0.031163225,0,-1,-1,0,0,0
G146,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,0.55340286,0,0.009844063,-0.011033869,0,-0.005521206,1,-1,-1,-1,0.00758609,0,0,0,0,0.038975103,0.020208719,0,-0.028891788,0,0,0,1,1,1,1,1,1,1,0,0.019241721,0,0,0,1,0.981399239,1,1,0,0,-0.006436222,0,0,-0.129220912,0,1,1,1,1,-0.055763177,0.034306443,-0.007521303,0.012131637,0,-1,0,0,0,0.00655854,-0.306660143,-1,-1,-1,0,0,0,1,1,1,0.95441315,1,1,1,0,0,0,0,1,1,1,1,1,0.9759902,1,0,0,0,0,0,0,0,0.016792915,0,1,1,1,1,1,1,0,1,1,1,-0.01616891,0,0,0,1,1,1
G147,0,0.041558026,0,0,1,1,0.246551841,0,0,1,0,0,0.020692952,0,0.009844063,-0.011033869,0,-0.010775596,0,1,0,0,-1,-1,-1,-1,-1,-1,0.001966554,0,-0.028891788,0,-1,-1,-1,-1,-1,-1,-0.303256169,0,0,0,0.019241721,0,0,0,-1,0.593752788,1,1,1,1,1,1,0,-0.767086215,-1,-1,-1,-1,-1,-0.356374497,0.029307343,-0.006859335,0.192598271,1,1,0,0,0,0.00655854,-0.306660143,-1,-1,-1,0,-1,-1,1,1,1,0.95441315,1,1,1,0,-1,0,1,-0.096438232,0,-0.671485174,-1,-1,-1,-0.608472098,0,1,1,1,1,0,0,0.008564718,-1,-1,-1,-1,-0.993223971,-1,-1,-1,-1,-1,0,-0.031163225,0,0,1,0,0,0
G148,1,0.799809169,0,0,1,1,0.902443125,1,0,1,0,0,0.020692952,0,0.009844063,-0.011033869,0,-0.010775596,0,1,1,1,0.144537843,0,0,0,0,0.038975103,0.020208719,0,-0.028891788,0,0,0,-1,-1,0,0,-0.011138434,0,-1,-1,-1,0,-1,0,0,0.018051003,0,0,0,0,-0.006436222,0,1,-0.129220912,0,0,0,0,-1,-0.356375808,0.029297583,-0.007540196,0.012131523,0,0,0,0,0,0.007632463,-0.024317687,1,1,1,1,1,0,1,1,0,0.043266867,0,0,-1,-1,0,-1,1,-0.096438232,0,-0.022287417,1,1,0.9759902,1,1,1,0,0,0,-1,0,0.016792915,0,-1,-1,-1,-0.626465994,0,0,0,0,0,0,-0.031163225,0,0,0,0,0,-1
G149,-1,-0.952889996,-1,-1,-1,-1,0.026314596,-1,-1,-1,-1,-1,-1,0,0.009844063,-0.011033869,0,-0.005521206,1,-1,-1,-1,-1,-1,-1,-1,1,0.958693492,0.978759425,1,1,0.934719888,1,1,1,1,0,0,-0.011138434,0,0,1,0.979616645,1,0,-1,-1,-1,0,0,0,0,-0.0032511,1,1,1,1,0,0,0,0,1,0.963039849,1,0.987486461,1,0,-1,-1,-1,-1,-0.951830543,-1,-1,-1,0,0,0,0,0,0,0.043266867,0,0,0,0,0,0,0,-0.154859568,0,-0.043142869,0,0,0.023257436,-0.013487701,1,1,1,-1,-1,-1,-1,-1,-1,0,0,0,1,1,1,1,-1,-1,-1,-0.428978135,0,0,0,1,1,1
G150,1,0.953974135,1,1,1,1,0.902443125,1,1,1,1,1,0.978855736,1,0.989992805,1,0,-0.222979048,-1,0,0,0,0.014415576,0,0,0,0,0.716900788,0.877435877,1,1,1,1,1,0,0,-1,-1,-0.988689355,-1,0,0,-1,-1,0,0,-1,-1,-1,0,0,0,1,1,1,-0.129220912,0,1,1,1,0,-0.09643663,0.033628735,-0.00752386,0.012131622,0,-1,-1,-1,1,0.992177354,1,0,0,0,0,0,0,1,1,1,0.95441315,1,1,1,1,1,1,0,1,0,-0.043142869,0,1,0.9759902,1,0,0,0,1,0,0,0,0.427392073,1,1,1,1,1,1,1,0,0,0,0,-0.031163225,0,0,0,0,0,1
G151,1,0.799809169,0,0,0,0,0.083717291,0,1,1,0,0,0.020692952,0,-1,-0.988780771,-1,-0.989000862,-1,1,0,-1,0.00758609,0,0,0,0,0.038975103,0.020208719,0,-0.028891788,0,0,0,-0.637628152,-1,0,0,1,1,-1,-1,-1,0,0,0,0,0.018051003,0,0,0,0,-0.006436222,0,0,-0.129220912,0,0,0,0,1,1,0.34242026,-0.006359127,0.012138659,0,1,0,1,0,0.007632463,-0.024317687,1,1,1,1,0,0,-1,0,0,0.043266867,0,0,0,0,1,1,0,-0.154859568,0,-0.043142869,0,-1,-1,-0.608472098,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-0.993223971,-1,-1,-1,0,-1,-1,-0.96778679,-1,0,0,0,0,0
G152,0,0.023430176,-1,-1,-1,-1,0.050418511,0,0,0,0,0,0.01059496,-1,-1,-0.988780771,-1,-0.989000862,-1,0,0,1,0.984922847,1,0,0,0,0.038975103,0.020208719,0,-0.193498598,-1,-1,0,0,0,0,0,-0.011138434,0,1,1,0.841815015,0,0,1,0,0.739875929,1,1,0,0,-0.006436222,0,0,-0.129220912,0,-1,-1,-1,-1,-0.356375808,0.029297583,-0.007540196,0.012131523,0,1,-1,-1,0,0.257323261,1,1,1,1,-1,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,1,1,0,-0.671485174,-1,-1,-1,-0.972849487,-1,-1,-1,1,1,0,0,0.016792915,0,0,0,0,-0.006724019,0,0,0,1,1,1,-0.01616891,0,0,0,0,0,0
G153,1,0.799809169,0,0,0,0,-0.698838321,-1,-1,-1,1,1,0.55340286,0,0.009844063,-0.011033869,0,1,1,-1,-1,-1,0.00758609,0,0,0,0,0.038975103,0.020208719,0,-0.193498598,-1,-1,-1,1,0,-1,-1,-0.988689355,-1,0,0.561534882,0.625770183,1,1,0,0,-1,0,0,0,0,-0.006436222,0,0,-0.129220912,0,0,0,0,0,1,0.963039849,1,0.987486461,1,1,0,0,1,0.992177354,1,1,1,1,1,0,0,-1,-1,-1,0.221183582,1,1,1,1,1,1,-1,1,1,1,1,1,0.9759902,1,0,0,0,0,0,0,0,0.016792915,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1
G154,-1,0.101598041,1,0,0,0,0.083717291,0,0,1,1,1,0.55340286,0,-1,-0.988780771,-1,-0.989000862,-1,-1,0,0,0.014415576,0,0,0,0,0.038975103,0.020208719,0,-0.015611382,1,1,1,-1,0,0,0,-0.011138434,0,-1,0,-1,-1,0,-1,0,0.018051003,0,0,0,0,-0.006436222,0,0,-0.767086215,-1,-1,-1,0,1,-0.055763177,0.034306443,-0.007521303,0.012131637,0,0,0,0,-1,-1,-0.951830543,-1,-1,0,0,0,0,1,0,0,0.043266867,0,1,1,1,0,0,0,-0.090086732,1,-0.517991773,-1,-1,-1,-0.972849487,-1,-1,-1,0,0,0,1,0.982906977,1,1,1,1,-0.003380149,0,0,0,0,0,0,-0.031163225,0,0,0,1,1,1
G155,-1,0.02133325,0,0,0,0,0.720889611,1,1,0,0,0,0.020692952,0,0.009844063,-0.011033869,0,-0.010775596,0,0,1,1,0.144537843,0,0,0,-1,-1,-1,-1,-0.674906504,1,1,1,0,-1,-1,-1,-0.988689355,-1,0,0,0.019241721,0,-1,-1,0,0.018051003,0,0,1,1,-0.00323339,0,0,-0.129220912,0,0,0,0,-1,-0.889268856,-1,-0.992213758,-1,0,0,1,0,0,0.00655854,-0.306660143,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,-0.090086732,1,1,1,1,0.9759902,1,1,1,1,0,1,1,0,0.016792915,0,-1,-1,0,-0.006724019,0,0,-1,0,0,0,-0.031163225,0,0,0,0,0,0
G156,0,0.041558026,0,0,0,0,0.720889611,1,1,1,1,1,0.978855736,1,0.989992805,1,1,-0.005425595,0,-1,-1,-1,-1,0,0,0,0,0.038975103,0.020208719,0,-0.028891788,0,0,0,0,0,0,0,-0.693455281,-1,0,0,0.150511157,1,0,1,1,0.254285514,0,0,0,-1,-0.993509086,-1,-1,-0.129220912,0,0,0,1,1,1,0.34242026,-0.006359127,0.012138659,0,0,0,0,0,0.00655854,-0.306660143,-1,-1,-1,-1,-1,-1,1,1,0,0.043266867,0,0,0,0,0,0,0,-0.154859568,0,-0.043142869,0,1,0.411309627,-0.021052571,0,0,0,0,0,0,0,0.427392073,1,0,0,0,-0.006724019,0,0,-1,0,0,0,-0.031163225,0,-1,-1,0,0,1
G157,1,0.799809169,0,0,0,0,0.083717291,0,0,0,1,1,0.978855736,1,0.989992805,1,0,-0.010775596,0,-1,-1,0,0.014415576,0,0,0,0,0.038975103,0.020208719,0,-0.028891788,0,0,0,0,0,0,0,-0.011138434,0,0,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-0.68100961,0,0,1,1,1,0,0,0,1,0.963039849,1,0.987486461,1,-1,0,0,-1,-1,-0.678270605,0,0,1,1,0,0,1,1,1,0.628187495,0,0,0,0,0,0,1,1,1,1,1,1,0.411309627,-0.021052571,0,0,0,0,0,0,1,0.982906977,1,1,1,1,1,1,1,0,-1,-1,0,-0.031163225,0,0,-1,-1,-1,-1
G158,-1,-1,0,0,0,-1,-1,0,0,0,0,0,0.020692952,0,0.009870755,-0.005570075,1,1,1,0,1,1,0.144537843,0,0,0,-1,-1,-1,-1,-0.969142937,-1,-1,-1,0,0,-1,-1,-0.988689355,-1,0,0,0.019241721,0,-1,0,-1,-1,-1,-1,0,0,-0.006436222,0,1,1,1,1,1,0,0,-0.069560371,0.635205528,1,0.987486461,1,0,0,0,-1,-1,-0.951830543,-1,-1,0,0,0,0,-1,-1,-1,0.022405014,0,0,1,1,1,1,-1,-0.812561326,-1,-0.315131682,0,1,0.411309627,-0.021052571,0,0,0,0,0,0,0,0.016792915,0,0,0,1,1,1,1,1,0,0,0,-0.031163225,0,0,0,0,0,0
G159,0,0.041558026,0,0,0,0,-1,0,0,0,0,0,0.020692952,0,0.009844063,-0.011033869,0,-0.010775596,0,0,0,1,0.144537843,0,0,0,0,0.038975103,0.020208719,0,-0.028891788,0,0,0,-1,-1,-1,-1,-0.988689355,-1,-1,-1,-1,-1,0,0,0,0.018051003,0,0,0,-1,-0.993509086,-1,-1,-0.767086215,-1,-1,-1,-1,-1,-0.889268856,-1,-0.992213758,-1,0,1,-1,-1,-1,-1,-0.9475017,-0.984150126,-1,0,-1,-1,0,-1,0,0,0.043266867,0,0,0,0,0,0,0,-0.154859568,0,-0.106316623,-0.067511353,0,0.579223104,1,1,1,1,1,1,1,1,0.982906977,1,0,0,0,-0.006724019,0,-1,-1,0,0,0,-0.031163225,0,0,0,0,0,0
G160,0,0.041558026,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-0.988780771,-1,-0.989000862,-1,0,0,0,-1,-1,-1,-1,0,0.716900788,0.877435877,1,1,1,1,1,1,0,-1,-1,-0.988689355,-1,-1,0,0.019241721,0,0,0,0,-1,-1,-1,-1,-1,-0.993509086,-1,0,-0.070553026,1,1,1,1,1,1,0.963039849,1,0.987486461,1,1,-1,-1,0,0.007553559,-0.045062024,0,0,0,0,0,1,1,1,0,0.043266867,0,-1,-1,-1,-1,0,-1,-0.392835405,0,-0.129703802,-0.081140261,0.003778855,0.058189743,-0.013253125,1,0.444057624,0,1,1,0,-1,-1,-1,-1,-1,-1,-0.457521546,1,1,1,1,1,1,-0.026366028,-0.010630527,0,0,1,1,0
G161,0,0.023430176,-1,-1,-1,-1,0.050418511,0,0,1,1,1,0.978855736,1,0.989992805,1,1,1,1,-1,-0.391108297,1,0.984922847,1,1,1,0,0.716900788,0.877435877,1,1,0,0,0,0,0,-1,-1,-0.988689355,-1,-1,0,0.150511157,1,1,1,1,0.981399239,1,1,0,0,-0.006436222,0,0,1,1,0,0,0,0,-0.09643663,0.033628735,-0.00752386,0.012131622,0,0,-1,-1,-1,-1,-0.9475017,-0.984150126,-1,0,0,0,0,-1,-1,-1,0.221183582,1,1,1,1,1,1,-1,-0.812561326,-1,-0.315131682,0,1,0.9759902,1,0.963644495,1,1,0,0,0,0,0.427392073,1,1,1,1,0.993200936,1,1,0,0,-1,0,-0.050332902,-0.020293738,0,0,0,1,0
G162,0,0.041558026,0,0,0,0,0.083717291,0,0,0,1,1,0.978855736,1,0.989992805,1,1,1,1,0,1,1,0.984922847,1,1,1,1,0.958693492,0.978759425,1,1,1,1,1,0,0,0,0,-0.011138434,0,0,1,0.841815015,0,0,0,0.022729159,0.039166683,0,0,0,1,1,1,1,1,0,0,1,1,1,-0.039723996,0.639977921,1,0.987486461,1,1,1,1,1,0.992177354,1,0,0,0,0,0,-1,0,0.625841722,1,0.95441315,1,0.983084017,1,1,1,1,-1,-0.308068135,0,1,1,1,0.9759902,1,1,1,1,0,0,1,1,0.982906977,1,1,1,0.262967302,-0.012039035,0,0,0,-1,-1,-1,-0.946872377,-0.960993954,-1,-1,0,0,0
G163,1,0.953974135,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-0.988780771,-1,-0.773403595,0,-1,-1,-1,-0.137102082,0,0,0,0,0.011661402,-1,-1,-0.969142937,-1,-1,-1,0,0,0,0,-0.011138434,0,-1,1,0.841815015,0,-1,-1,-1,-1,-1,-1,-1,-1,-0.993509086,-1,-1,-0.767086215,-1,-1,-1,-1,-1,-0.356375808,0.029297583,-0.007540196,0.012131523,0,0,-1,0,0,0.257323261,1,1,1,1,1,1,0,-1,-1,-1,-1,-1,-1,0,0,0,1,0,-0.55111203,-1,-0.879983726,-0.882174784,-1,-1,-0.972849487,-1,-1,-1,1,1,1,1,0.982906977,1,0,0,0,-0.006724019,0,0,0,1,0.772770265,0,-0.562619322,-1,-1,-1,0,0,1
G164,0,0,0,-1,-1,-1,-1,0,0,0,0,0,-1,-1,-1,-0.988780771,-1,-0.989000862,-1,0,0,-1,-1,-1,-1,-1,-1,0.020997607,0.012693082,0,-0.028891788,0,0,0,-1,1,-1,-1,-0.988689355,-1,1,0,0.019241721,0,0,0,0,0.018051003,0,0,-1,-1,-0.993509086,-1,0,-0.767086215,-1,-1,-1,0,0,-0.09643663,0.033628735,-0.00752386,0.012131622,0,1,0,0,1,0.992177354,1,1,1,1,0,0,-1,-1,-1,-1,0.221183582,1,1,1,1,1,1,-1,-0.259032834,1,1,1,1,0.9759902,1,1,1,1,0,0,0,1,0.982906977,1,0,0,-1,-0.993223971,-1,-1,0,0,0,0,-0.031163225,0,0,0,0,0,0
G165,1,0.688539245,-1,-1,-1,-1,-1,0,0,0,0,0,0.020692952,0,0.009844063,-0.011033869,0,-0.010775596,0,0,0,0,0.014415576,0,0,0,0,-1,-1,-1,-0.969142937,-1,0,0,1,0,-1,-1,-0.988689355,-1,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-0.993509086,-1,-1,-0.129220912,0,0,0,0,0,-0.09643663,0.033628735,-0.00752386,0.012131622,0,0,1,0,-1,-1,-0.951830543,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,0,0,0,0,1,-0.096438232,0,-0.106316623,-0.067511353,0,0.023113366,-0.026054243,0,-1,-1,0,1,1,1,0.982906977,1,1,1,0,-0.006724019,0,0,0,1,1,1,1,0,0,0,-1,-1,-1
G166,1,0.953974135,1,0,0,0,0.083717291,0,-1,-1,0,0,0.020692952,0,0.009844063,-0.011033869,0,-0.010775596,0,-1,0,1,0.984922847,1,1,0,0,0.038975103,0.020208719,0,-0.015611382,1,1,1,0.637628152,1,1,1,1,1,1,0,0.019241721,0,0,0,0,0.018051003,0,0,0,0,-0.317143119,-1,-1,-0.129220912,0,0,0,0,0,-0.09643663,0.033628735,-0.00752386,0.012131622,0,-1,0,1,0,0.007553559,-0.045062024,0,0,0,0,0,1,0,0,0,0.359137643,1,1,1,1,0,0,1,-0.416953346,-1,-0.954253362,-1,0,0.579223104,1,1,1,0,1,0,0,-1,-1,-1,-1,-1,-1,-0.993223971,-1,-1,-1,0,0,0,-0.016025433,1,1,1,0,0,-1
G167,0,0.041558026,0,0,-1,-1,0.050418511,0,0,0,0,0,0.01059496,-1,-1,-0.988780771,-1,-0.989000862,-1,1,0,0,0.014415576,0,1,1,1,0.270978058,0.117199426,0,-0.193498598,-1,-1,-1,1,1,0,0,-0.011138434,0,0,-1,-1,0,0,0,1,0.981399239,1,1,1,1,1,1,1,1,1,1,1,1,0,-0.069560371,0.635205528,1,0.987486461,1,0,-1,-1,0,0.257323261,1,1,1,1,1,1,1,-1,-1,0,0.043266867,0,0,0,0,0,0,-1,-0.812561326,-1,-0.315131682,0,0,0.023113366,-0.026054243,0,0,0,1,1,1,1,0.982906977,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0
G168,-1,-0.952889996,-1,0,0,0,0.083717291,0,0,-1,0,0,0.020692952,0,0.009844063,-0.011033869,0,-0.010775596,0,1,0,0,0,0,0,0,0,0.038975103,0.020208719,0,-0.028891788,0,0,0,0,0,0,0,-0.011138434,0,0,0,0.019241721,0,1,1,0,0.018051003,0,-1,0,0,-0.006436222,0,0,-0.129220912,0,0,0,0,0,-0.096436646,0.033628372,-0.007545953,0.006263062,-1,-1,-1,-1,-1,-1,-0.695488623,-0.059908755,0,0,0,-1,-0.509665832,0,0,0,0.043266867,0,0,0,0,-1,0,-1,-0.392835405,0,-0.043142869,0,0,0.019038465,-0.381488326,-1,-1,-1,0,0,1,1,0.982906977,1,0,0,0,-0.006724019,0,0,0,0,0.214889457,1,1,1,1,0,0,0,0
G169,-1,0.101598041,1,0,0,0,-1,-1,-1,0,0,0,0.020692952,0,0.009844063,-0.011033869,0,-0.010775596,0,0,0,0,0.849739294,1,1,1,0,0.038975103,0.020208719,0,-0.022647639,0.622495894,1,1,-1,-1,-1,-1,-0.988689355,-1,0,1,0.841815015,0,-1,-1,0,0.018051003,0,0,0,0,-0.006436222,0,-1,-0.129220912,0,0,0,0,0,1,0.963039849,1,0.987486461,1,1,-1,-1,0,0.00655854,-0.306660143,-1,-1,-1,-1,-1,-1,1,1,1,0.628187495,0,0,0,0,0,0,0,-0.55111203,-1,-0.954253362,-1,0,0.023113366,-0.026054243,0,0,1,0,0,0,1,0.982906977,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
G170,1,0.953974135,1,0,0,0,0.083717291,0,0,0,0,0,0.020692952,0,0.007072858,-0.578278707,-1,-0.989000862,-1,-1,-1,-1,0.00758609,0,0,0,1,0.270978058,0.117199426,0,-0.028891788,0,0,0,-1,-1,-1,-1,-0.988689355,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-0.993509086,-1,-1,-0.129220912,0,0,0,0,0,-0.069560371,0.635205528,1,0.987486461,1,1,1,0,0,0.007553559,-0.045062024,0,0,0,-1,-1,0,1,0,0,0.043266867,0,0,1,1,1,1,0,-0.154859568,0,-0.043142869,0,0,0.579223104,1,1,1,1,1,1,1,1,0.568192614,0,0,0,-1,-0.993223971,-1,0,0,-1,-1,-1,-0.428978135,0,0,-0.306832637,-1,-1,-1
G171,1,0.799809169,0,0,0,0,-1,-1,-1,0,0,0,0.020692952,0,0.009844063,-0.011033869,0,-0.010775596,0,0,0,1,0.144537843,0,0,0,-1,-1,-1,-1,-0.969142937,-1,0,0,-1,-1,0,0,-0.011138434,0,0,0,0.150511157,1,0,1,0,0.018051003,0,0,0,0,1,1,0,1,1,1,1,0,1,1,0.34242026,-0.006359127,0.012138659,0,1,1,1,1,0.735877877,-0.029160127,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,0,1,0,1,1,1,0.411309627,-0.021052571,0,0,0,1,1,1,1,0.982906977,1,0,0,0,-0.006724019,0,0,0,1,1,1,-0.396586809,-1,-1,-1,-1,0,1
G172,0,0.183638609,1,0,0,0,-1,-1,-1,0,0,0,0.020692952,0,0.009844063,-0.011033869,0,-0.010775596,0,1,0.638627531,0,0.014415576,0,0,0,0,-1,-1,0,-0.028891788,0,0,0,0,-1,0,0,-0.011138434,0,0,-1,-1,-1,0,0,1,0.254285514,0,0,0,0,-0.317143119,-1,-1,-0.767086215,-1,0,0,0,0,-0.607535263,-1,-0.277621698,0.010499693,0,0,-1,-1,-1,-1,-0.678270605,0,0,0,0,0,0,-1,0,0,0.043266867,0,0,0,0,0,0,0,-0.090086732,1,-0.02315655,0,0,0.023113366,-0.026054243,0,0,0,-1,-1,0,0,0.427392073,1,0,0,0,-0.006724019,0,0,0,0,0,1,1,1,1,1,1,1,1
G173,1,0.953974135,1,0.233724887,0.028459591,0,0.044439008,-1,-1,-0.414315295,0,0,0.44115749,1,0.989992805,1,1,1,0,1,0.831581785,0.779552567,0.955512477,1,1,0,-1,-1,-1,-1,-0.969142937,-1,-1,-1,-1,-1,0,-1,-0.988689355,-1,0,0,0.019241721,0,-1,0,0,0.018051003,0,0,0,0,-0.006436222,0,0,-0.070553026,1,0,0,0,0,-0.096436646,0.033628372,-0.007545953,0.006263062,-1,-1,0,0,0,0.007553559,-0.045062024,0,0,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,0,-1,-1,0,-0.154859568,0,-0.268294745,-0.32864283,-0.489435391,-0.635283511,-0.765580765,-1,-1,-1,-1,-1,-0.936125825,-1,-1,-0.968674174,-1,0,0,-0.006724019,0,0,0,1,1,1,1,1,1,0,0,0,0
